"file","line","match","context","severity"
"D:\Project\BilibiliPlayer\src\playlist\playlist_manager.cpp","446","Emit","// Emit signals","LikelySafe"
"D:\Project\BilibiliPlayer\src\playlist\playlist_manager.cpp","447","emit","emit songRemoved(song, playlistId);","LikelySafe"
"D:\Project\BilibiliPlayer\src\playlist\playlist_manager.cpp","448","emit","emit playlistSongsChanged(playlistId);","LikelySafe"
"D:\Project\BilibiliPlayer\src\playlist\playlist_manager.cpp","488","Emit","// Emit signals","LikelySafe"
"D:\Project\BilibiliPlayer\src\playlist\playlist_manager.cpp","489","emit","emit songUpdated(song, playlistId);","LikelySafe"
"D:\Project\BilibiliPlayer\src\playlist\playlist_manager.cpp","490","emit","emit playlistSongsChanged(playlistId);","LikelySafe"
"D:\Project\BilibiliPlayer\src\playlist\playlist_manager.cpp","582","emit","emit currentPlaylistChanged(playlistId);","LikelySafe"
"D:\Project\BilibiliPlayer\src\playlist\playlist_manager.cpp","871","emit","emit playlistAdded(favoritePlaylist, categoryUuid);","LikelySafe"
"D:\Project\BilibiliPlayer\src\stream\realtime_pipe.cpp","11","std::lock_guard|std::mutex","std::lock_guard<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\stream\realtime_pipe.cpp","19","std::lock_guard|std::mutex","std::lock_guard<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\stream\realtime_pipe.cpp","26","std::lock_guard|std::mutex","std::lock_guard<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\stream\realtime_pipe.cpp","31","std::unique_lock|std::mutex","std::unique_lock<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\stream\realtime_pipe.cpp","54","std::unique_lock|std::mutex","std::unique_lock<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\stream\realtime_pipe.hpp","65","std::mutex","mutable std::mutex mutex_;","Info"
"D:\Project\BilibiliPlayer\src\ui\navigator\navigator.cpp","29","emit","emit navigationStateChanged(currentNavigationState());","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\navigator\navigator.cpp","44","emit","emit navigationStateChanged(currentNavigationState());","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\navigator\navigator.cpp","59","Emit","// Emit signals to update UI","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\navigator\navigator.cpp","60","emit","emit beforePageChange(oldPage);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\navigator\navigator.cpp","61","emit","emit afterPageChange(m_currentPage);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\page\playlist_page.cpp","178","emit","emit playlistModified();","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\page\playlist_page.cpp","203","emit","emit playlistModified();","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\page\playlist_page.cpp","225","emit","emit playlistModified();","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\page\playlist_page.cpp","339","emit","emit songDoubleClicked(song);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\page\playlist_page.cpp","353","emit","emit songsSelected(selectedSongs);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\page\search_page.cpp","220","Emit","// Emit search signal for any listeners","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\page\search_page.cpp","221","emit","emit searchRequested(keyword, m_currentScope);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\page\settings_page.cpp","442","Emit","// Emit signal to notify other components","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\page\settings_page.cpp","444","emit","emit m_configManager->languageChanged(languageCode);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\theme\theme_manager.cpp","164","emit","emit themeChanged(themeName);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\theme\theme_manager.cpp","218","emit","emit themeChanged(theme.name);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\theme\theme_manager.cpp","286","Emit","// Emit signal to notify subscribers (MainWindow or other UI components) to apply the theme","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\theme\theme_manager.cpp","287","emit","emit themeApplied(m_currentTheme);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\custom_title_bar.cpp","60","emit","emit maximizeClicked();","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\custom_title_bar.cpp","67","emit","emit minimizeClicked();","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\custom_title_bar.cpp","72","emit","emit maximizeClicked();","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\custom_title_bar.cpp","77","emit","emit closeClicked();","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\custom_title_bar.cpp","84","emit","emit searchRequested(searchText);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\menu_widget.cpp","319","emit","emit categoryClicked(itemText);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\menu_widget.cpp","336","emit","emit menuItemSelected(PlaylistPage::PLAYLIST_PAGE_TYPE, playlistName, args);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\menu_widget.cpp","341","emit","emit menuItemSelected(itemId, itemText, itemId);","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\menu_widget.cpp","615","Emit","// Emit signal for external handling","LikelySafe"
"D:\Project\BilibiliPlayer\src\ui\menu_widget.cpp","616","emit","emit categoryCreated(categoryInfo.uuid.toString(QUuid::WithoutBraces), name);","LikelySafe"
"D:\Project\BilibiliPlayer\src\util\safe_queue.hpp","12","std::lock_guard|std::mutex","std::lock_guard<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\util\safe_queue.hpp","20","std::lock_guard|std::mutex","std::lock_guard<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\util\safe_queue.hpp","26","std::lock_guard|std::mutex","std::lock_guard<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\util\safe_queue.hpp","36","std::unique_lock|std::mutex","std::unique_lock<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\util\safe_queue.hpp","43","std::lock_guard|std::mutex","std::lock_guard<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\util\safe_queue.hpp","51","std::lock_guard|std::mutex","std::lock_guard<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\util\safe_queue.hpp","56","std::lock_guard|std::mutex","std::lock_guard<std::mutex> lock(mutex_);","Info"
"D:\Project\BilibiliPlayer\src\util\safe_queue.hpp","62","std::mutex","mutable std::mutex mutex_;","Info"
